Gender,Dependent_Count,Marital_Status,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Attrition_Flag
F,4,Married,Blue,6,2,2,0.752,69,0.643,Existing Customer
M,4,Married,Blue,5,2,4,0.853,69,0.769,Existing Customer
F,0,Divorced,Blue,3,3,3,0.891,63,0.658,Existing Customer
F,4,Divorced,Blue,1,3,3,0.58,43,0.433,Attrited Customer
M,3,Single,Blue,6,3,2,0.786,81,0.653,Existing Customer
F,0,Married,Blue,6,2,2,0.95,81,0.62,Existing Customer
F,4,Married,Blue,3,3,4,0.671,42,0.556,Attrited Customer
F,1,Single,Blue,3,3,2,0.56,72,0.846,Existing Customer
M,2,Single,Blue,5,2,4,0.639,41,0.464,Attrited Customer
F,3,Married,Blue,2,2,3,0.717,38,0.31,Attrited Customer
M,3,Married,Blue,3,3,4,0.547,42,0.615,Attrited Customer
F,0,Single,Blue,6,2,2,0.894,87,0.977,Existing Customer
M,3,Married,Blue,6,2,4,0.842,79,0.646,Existing Customer
M,2,Single,Blue,6,2,0,1.043,68,0.7,Existing Customer
M,4,Single,Blue,5,3,4,0.988,66,0.692,Existing Customer
F,3,Divorced,Blue,6,3,2,0.852,73,0.622,Existing Customer
M,1,Single,Blue,5,1,2,0.452,67,1.094,Existing Customer
F,0,Married,Blue,4,3,4,0.791,72,0.714,Existing Customer
M,3,Unknown,Blue,3,4,4,0.531,30,0.5,Attrited Customer
F,4,Married,Blue,6,1,2,0.668,78,0.857,Existing Customer
F,3,Single,Blue,3,2,2,0.79,60,0.622,Existing Customer
F,4,Single,Blue,4,2,2,0.84,81,0.884,Existing Customer
M,0,Single,Silver,2,4,4,0.416,43,0.536,Attrited Customer
M,2,Married,Blue,4,2,0,0.799,75,0.415,Existing Customer
M,1,Single,Blue,6,4,3,0.703,66,0.535,Existing Customer
M,3,Married,Blue,6,3,3,0.798,65,0.806,Existing Customer
F,3,Single,Blue,4,2,3,1.035,80,0.86,Existing Customer
M,3,Divorced,Silver,6,3,4,0.887,69,0.605,Existing Customer
F,2,Single,Blue,3,1,3,0.894,58,0.871,Existing Customer
M,2,Single,Blue,6,2,2,0.386,59,0.639,Existing Customer
M,1,Divorced,Blue,4,3,2,0.886,67,0.675,Existing Customer
M,3,Married,Blue,5,3,2,0.783,90,0.698,Existing Customer
M,2,Single,Blue,6,1,4,0.723,62,0.771,Existing Customer
M,3,Single,Blue,6,1,2,0.801,79,0.837,Existing Customer
M,3,Married,Blue,2,2,5,0.637,39,0.345,Attrited Customer
M,3,Divorced,Blue,5,3,4,0.531,73,0.431,Existing Customer
F,3,Married,Blue,5,2,3,0.467,66,0.571,Existing Customer
F,3,Divorced,Blue,3,6,3,0.621,72,0.5,Existing Customer
F,1,Single,Blue,5,0,4,0.792,42,0.448,Attrited Customer
M,3,Single,Blue,6,2,3,0.686,79,0.646,Existing Customer
F,0,Single,Blue,6,3,3,0.636,61,0.419,Existing Customer
F,2,Divorced,Blue,4,2,4,0.63,67,0.558,Existing Customer
F,3,Divorced,Blue,6,1,0,1.062,27,1.25,Existing Customer
M,2,Divorced,Blue,6,4,2,0.49,95,0.583,Existing Customer
F,3,Married,Blue,3,3,3,0.738,75,0.974,Existing Customer
F,1,Single,Blue,5,2,3,0.657,84,0.75,Existing Customer
F,2,Single,Blue,6,2,3,0.914,52,0.793,Existing Customer
M,1,Unknown,Blue,6,1,2,0.55,85,0.604,Existing Customer
M,2,Married,Silver,4,2,3,1.261,63,0.969,Existing Customer
F,3,Married,Blue,5,3,3,0.556,72,0.5,Existing Customer
M,3,Single,Silver,3,1,3,0.646,68,0.511,Existing Customer
M,4,Single,Blue,3,3,2,0.56,75,0.875,Existing Customer
F,3,Single,Blue,3,2,2,0.636,68,0.789,Existing Customer
F,3,Single,Blue,5,1,3,0.599,79,0.646,Existing Customer
M,4,Married,Blue,6,1,2,1.096,79,0.975,Existing Customer
F,3,Married,Blue,3,2,3,1.044,78,1.167,Existing Customer
M,3,Unknown,Blue,6,1,2,0.936,68,0.7,Existing Customer
M,1,Single,Blue,4,2,3,0.868,67,0.675,Existing Customer
M,4,Married,Blue,4,1,2,0.825,90,0.875,Existing Customer
M,2,Single,Blue,3,2,2,0.672,68,0.744,Existing Customer
M,2,Married,Blue,3,3,3,0.842,66,0.65,Existing Customer
M,0,Single,Blue,2,3,5,0.69,47,0.958,Attrited Customer
F,3,Single,Blue,6,4,4,0.671,82,0.952,Existing Customer
F,2,Single,Silver,5,3,3,0.71,81,0.62,Existing Customer
F,2,Married,Blue,5,1,3,0.817,69,0.769,Existing Customer
F,4,Single,Blue,3,1,3,0.563,81,0.688,Existing Customer
M,2,Married,Blue,4,3,4,0.988,89,0.712,Existing Customer
M,0,Single,Blue,4,3,3,0.794,74,0.644,Existing Customer
F,3,Single,Blue,5,3,3,0.85,89,0.712,Existing Customer
M,2,Single,Blue,3,1,2,0.733,71,0.919,Existing Customer
M,2,Single,Blue,5,3,4,0.901,76,0.9,Existing Customer
M,2,Single,Blue,3,3,3,0.688,51,0.645,Attrited Customer
F,3,Married,Blue,3,1,4,1.126,78,1,Existing Customer
M,3,Married,Blue,4,3,2,0.549,72,0.565,Existing Customer
F,1,Single,Blue,5,2,4,0.953,72,1.057,Existing Customer
F,4,Married,Blue,3,3,6,0.726,41,0.64,Attrited Customer
F,2,Married,Blue,5,3,0,0.763,76,0.551,Existing Customer
F,1,Married,Blue,3,3,4,0.508,47,0.567,Attrited Customer
M,3,Married,Blue,6,3,1,0.621,67,0.675,Existing Customer
F,3,Unknown,Blue,1,3,4,0.832,45,0.452,Attrited Customer
F,2,Single,Blue,3,3,3,0.447,44,0.375,Attrited Customer
F,2,Married,Blue,5,3,3,0.624,73,0.553,Existing Customer
F,3,Married,Blue,5,3,2,0.901,67,0.675,Existing Customer
M,2,Single,Blue,3,2,4,0.679,64,0.73,Existing Customer
F,3,Married,Silver,6,3,2,0.896,72,0.756,Existing Customer
F,4,Single,Blue,5,1,4,0.885,71,0.578,Existing Customer
F,4,Married,Blue,4,1,3,0.463,86,0.593,Existing Customer
M,2,Married,Blue,4,1,3,0.982,47,1.35,Existing Customer
F,4,Married,Blue,4,1,3,0.554,63,0.75,Existing Customer
M,3,Single,Blue,5,2,4,0.359,69,0.605,Existing Customer
M,4,Married,Blue,4,2,1,0.602,75,0.531,Existing Customer
M,3,Married,Blue,5,2,4,0.504,76,0.9,Existing Customer
M,4,Married,Blue,5,1,2,0.873,79,0.881,Existing Customer
F,3,Married,Blue,3,3,4,0.646,62,0.55,Existing Customer
M,1,Single,Blue,2,3,4,0.771,39,0.56,Attrited Customer
F,3,Single,Blue,3,3,4,0.627,64,0.6,Existing Customer
F,2,Single,Blue,3,2,3,0.607,78,0.857,Existing Customer
F,3,Married,Blue,4,2,2,0.704,83,0.729,Existing Customer
M,4,Married,Blue,2,3,5,0.87,41,0.64,Attrited Customer
F,4,Married,Blue,5,2,4,0.925,90,0.8,Existing Customer
F,3,Married,Blue,5,3,0,0.759,75,0.923,Existing Customer
F,2,Single,Blue,5,2,3,0.578,85,0.735,Existing Customer
F,1,Single,Blue,3,4,3,0.482,54,0.636,Attrited Customer
F,1,Unknown,Silver,6,3,4,0.489,38,0.226,Attrited Customer
M,0,Single,Silver,6,3,2,0.56,45,0.5,Existing Customer
F,2,Married,Blue,5,3,1,0.737,66,0.65,Existing Customer
M,3,Unknown,Blue,5,4,4,0.513,80,0.702,Existing Customer
M,3,Single,Blue,4,2,2,0.974,77,0.75,Existing Customer
F,2,Married,Blue,6,3,3,0.561,32,0.28,Attrited Customer
M,2,Single,Blue,3,2,4,0.73,77,0.638,Existing Customer
F,2,Unknown,Blue,3,3,4,0.583,89,0.648,Existing Customer
F,0,Single,Blue,4,1,2,0.504,38,0.727,Existing Customer
F,2,Single,Blue,6,2,3,0.693,78,0.857,Existing Customer
F,3,Unknown,Blue,3,2,2,0.539,92,0.736,Existing Customer
M,2,Single,Silver,6,3,4,0.966,77,0.638,Existing Customer
M,1,Unknown,Blue,4,2,3,0.697,56,1,Existing Customer
M,1,Married,Blue,4,1,3,0.988,73,0.698,Existing Customer
M,1,Single,Blue,6,3,4,0.474,71,0.479,Existing Customer
M,3,Married,Blue,2,4,1,0.749,32,0.684,Attrited Customer
M,3,Unknown,Blue,5,1,2,0.667,62,0.722,Existing Customer
M,1,Single,Silver,4,2,4,0.639,62,0.879,Existing Customer
F,0,Single,Blue,5,1,2,0.874,84,0.909,Existing Customer
M,4,Single,Blue,5,2,2,0.807,67,0.558,Existing Customer
F,2,Married,Blue,3,2,3,0.487,33,0.435,Attrited Customer
F,1,Married,Blue,2,2,3,0.694,48,0.6,Attrited Customer
M,3,Divorced,Blue,6,3,3,0.919,76,0.949,Existing Customer
M,2,Unknown,Blue,3,2,3,0.574,87,0.706,Existing Customer
M,3,Single,Blue,4,2,3,0.951,71,0.775,Existing Customer
F,4,Unknown,Blue,5,2,4,0.765,83,0.886,Existing Customer
F,1,Single,Blue,4,2,5,0.299,35,0.25,Attrited Customer
F,3,Married,Blue,6,2,3,0.906,70,0.556,Existing Customer
F,4,Single,Blue,5,3,2,0.825,61,0.968,Existing Customer
F,3,Married,Blue,4,3,1,0.464,60,0.714,Existing Customer
F,4,Married,Blue,4,2,2,0.701,62,0.59,Existing Customer
M,2,Married,Blue,5,2,1,0.708,73,0.622,Existing Customer
M,3,Divorced,Blue,5,2,1,0.8,57,1.036,Existing Customer
F,1,Single,Blue,3,2,3,1.01,89,0.854,Existing Customer
F,3,Married,Blue,4,1,2,0.566,71,0.543,Existing Customer
F,2,Single,Blue,2,3,3,0.539,47,0.621,Attrited Customer
M,2,Married,Blue,3,1,2,0.574,65,0.477,Existing Customer
F,2,Divorced,Silver,6,1,4,0.622,61,0.743,Existing Customer
F,2,Single,Blue,3,1,2,0.736,71,0.651,Existing Customer
M,4,Single,Silver,2,3,4,0.671,28,0.4,Attrited Customer
M,3,Unknown,Silver,6,3,2,0.463,78,0.56,Existing Customer
F,2,Single,Blue,3,2,3,0.913,77,0.878,Existing Customer
F,2,Married,Blue,4,2,4,0.848,69,0.865,Existing Customer
F,2,Married,Blue,5,1,4,0.794,82,0.547,Existing Customer
M,3,Married,Blue,4,3,3,1.006,62,0.676,Existing Customer
M,4,Divorced,Silver,4,2,3,0.791,75,0.829,Existing Customer
M,0,Single,Blue,6,2,0,0.802,79,0.795,Existing Customer
F,4,Single,Blue,3,3,4,1.058,43,0.483,Attrited Customer
M,3,Married,Blue,4,2,4,0.604,71,0.651,Existing Customer
F,1,Single,Blue,5,2,1,0.763,78,0.814,Existing Customer
M,3,Divorced,Blue,6,3,3,0,23,0,Attrited Customer
F,4,Married,Blue,6,3,1,0.682,57,0.727,Existing Customer
M,3,Unknown,Blue,4,3,3,0.67,89,0.745,Existing Customer
M,3,Married,Blue,1,2,3,0.841,51,0.545,Attrited Customer
F,0,Divorced,Blue,4,3,1,0.688,81,0.841,Existing Customer
M,3,Unknown,Blue,4,2,4,0.643,75,0.744,Existing Customer
F,4,Single,Blue,3,2,2,0.763,41,0.242,Existing Customer
F,2,Married,Blue,3,2,4,0.756,39,0.696,Attrited Customer
F,3,Single,Blue,6,3,4,0.637,82,0.673,Existing Customer
M,2,Married,Blue,5,3,1,0.882,91,0.896,Existing Customer
F,4,Single,Blue,4,2,2,0.802,74,0.721,Existing Customer
M,3,Single,Silver,3,2,3,0.84,67,0.558,Existing Customer
F,4,Divorced,Blue,3,2,3,0.685,54,0.8,Attrited Customer
F,2,Single,Blue,3,2,2,0.762,59,0.639,Existing Customer
F,2,Divorced,Blue,4,2,1,0.865,67,0.763,Existing Customer
M,4,Married,Blue,4,1,1,0.921,77,0.711,Existing Customer
M,4,Married,Blue,5,1,3,0.809,67,0.718,Existing Customer
F,1,Single,Blue,4,2,1,0.924,92,0.878,Existing Customer
F,4,Married,Blue,1,2,3,0.504,35,0.458,Attrited Customer
F,2,Single,Blue,3,1,0,0.867,67,0.718,Existing Customer
M,3,Unknown,Blue,6,2,3,0.833,67,1.03,Existing Customer
M,3,Single,Blue,3,3,3,0.58,51,0.594,Attrited Customer
M,4,Single,Blue,6,3,1,0.872,77,0.833,Existing Customer
F,2,Unknown,Blue,6,2,2,0.912,86,0.87,Existing Customer
F,3,Unknown,Blue,3,3,2,0.736,46,0.586,Attrited Customer
F,5,Single,Blue,3,2,4,0.617,66,0.784,Existing Customer
F,3,Single,Blue,3,2,3,0.12,32,0.103,Attrited Customer
F,0,Single,Blue,5,2,2,1.016,76,0.551,Existing Customer
F,3,Married,Blue,3,3,3,0.733,43,0.483,Attrited Customer
F,5,Single,Blue,4,1,2,0.858,91,0.655,Existing Customer
F,2,Single,Blue,2,3,2,0.497,40,0.481,Attrited Customer
F,1,Married,Blue,6,4,3,0.767,81,0.653,Existing Customer
M,2,Married,Blue,5,1,4,0.506,69,0.816,Existing Customer
F,5,Married,Blue,6,1,1,0.78,70,0.75,Existing Customer
F,1,Single,Blue,4,2,5,0.493,39,0.393,Attrited Customer
M,3,Divorced,Blue,6,1,3,1.018,52,0.926,Existing Customer
F,3,Unknown,Blue,5,2,0,0.974,64,0.829,Existing Customer
M,3,Married,Silver,3,2,1,0.894,66,0.886,Existing Customer
M,2,Single,Blue,6,3,4,0.797,76,0.767,Existing Customer
M,3,Single,Blue,4,2,3,0.558,66,0.61,Existing Customer
F,2,Unknown,Blue,5,3,3,0.7,86,0.955,Existing Customer
M,3,Divorced,Blue,4,2,3,0.803,60,0.714,Existing Customer
F,2,Married,Blue,6,3,1,0.949,63,0.853,Existing Customer
M,3,Single,Blue,4,2,3,0.662,75,0.786,Existing Customer
F,4,Married,Blue,4,3,1,0.944,71,0.614,Existing Customer
F,2,Married,Blue,4,2,4,1.227,71,1.29,Existing Customer
F,3,Unknown,Blue,6,1,2,0.672,85,0.735,Existing Customer
F,3,Single,Blue,5,1,4,1.057,71,0.821,Existing Customer
F,3,Single,Blue,6,5,0,0.78,62,0.771,Existing Customer
M,1,Single,Blue,5,2,3,0.844,56,1,Existing Customer
F,0,Unknown,Blue,5,2,3,1.006,38,0.407,Attrited Customer
M,3,Married,Blue,4,2,1,0.793,57,1.111,Existing Customer
F,3,Single,Blue,5,2,2,0.697,65,0.806,Existing Customer
F,3,Married,Blue,4,3,2,0.885,89,0.712,Existing Customer
F,2,Married,Blue,3,1,3,0.775,88,0.492,Existing Customer
M,1,Single,Blue,4,1,4,0.857,76,0.652,Existing Customer
F,0,Single,Blue,6,3,4,0.634,63,0.75,Existing Customer
F,2,Married,Blue,3,2,3,0.471,31,0.722,Attrited Customer
F,1,Single,Blue,3,2,2,0.617,86,0.654,Existing Customer
M,4,Single,Blue,5,3,2,0.453,69,0.816,Existing Customer
F,3,Single,Blue,4,2,3,0.629,72,0.6,Existing Customer
F,2,Single,Blue,6,5,2,0.74,69,0.683,Existing Customer
F,0,Married,Blue,5,2,3,0.639,77,0.925,Existing Customer
F,4,Married,Blue,6,1,1,0.827,75,0.974,Existing Customer
F,4,Married,Blue,5,1,2,0.741,75,0.562,Existing Customer
M,1,Single,Blue,5,3,4,0.853,73,0.921,Existing Customer
M,5,Unknown,Blue,3,3,3,0.493,39,0.345,Attrited Customer
M,3,Unknown,Blue,4,2,3,0.886,75,0.923,Existing Customer
F,4,Married,Blue,3,3,2,0.561,80,0.818,Existing Customer
M,2,Married,Blue,6,3,3,0.641,36,0.5,Attrited Customer
F,3,Single,Silver,4,2,3,0.602,46,0.586,Attrited Customer
F,1,Married,Blue,4,2,3,0.792,92,0.736,Existing Customer
M,2,Divorced,Blue,4,1,2,0.536,38,0.357,Attrited Customer
F,0,Married,Blue,5,2,4,0.603,66,0.833,Existing Customer
F,0,Single,Blue,3,4,2,0.536,56,0.931,Existing Customer
F,1,Single,Blue,3,3,1,0.925,67,0.861,Existing Customer
F,2,Married,Blue,2,3,3,0.791,43,0.72,Attrited Customer
M,3,Married,Gold,6,2,0,0.666,75,0.705,Existing Customer
M,1,Single,Blue,6,2,3,0.56,72,0.8,Existing Customer
M,3,Single,Blue,3,2,1,1.012,50,0.667,Attrited Customer
F,3,Single,Blue,6,3,1,0.781,79,0.927,Existing Customer
F,2,Single,Blue,6,2,2,0.688,80,0.702,Existing Customer
F,3,Married,Blue,3,1,3,0.676,77,0.711,Existing Customer
F,3,Married,Blue,6,2,1,0.848,76,0.767,Existing Customer
M,3,Married,Blue,5,1,3,0.678,90,0.667,Existing Customer
F,0,Unknown,Silver,5,1,2,0.648,83,0.566,Existing Customer
F,4,Married,Blue,5,1,1,0.819,80,0.739,Existing Customer
M,4,Single,Blue,3,1,2,0.788,81,0.8,Existing Customer
F,0,Unknown,Blue,4,2,3,0.64,36,0.161,Attrited Customer
F,2,Single,Blue,5,2,4,0.829,67,0.558,Existing Customer
M,3,Married,Blue,5,2,4,0.725,73,0.587,Existing Customer
F,2,Single,Blue,4,3,0,0.744,74,0.682,Existing Customer
F,0,Married,Blue,4,1,4,0.754,66,0.61,Existing Customer
M,3,Married,Blue,3,3,2,0.404,45,0.5,Attrited Customer
M,0,Single,Blue,5,0,2,0.908,42,0.826,Attrited Customer
F,3,Single,Blue,4,3,4,0.747,80,0.509,Existing Customer
M,3,Single,Blue,3,2,4,0.857,43,0.536,Attrited Customer
F,3,Single,Blue,3,1,1,0.788,72,0.6,Existing Customer
F,3,Married,Blue,6,3,2,0.711,69,0.568,Existing Customer
M,5,Unknown,Blue,6,1,1,0.671,94,0.741,Existing Customer
F,4,Single,Blue,3,1,3,0.675,73,0.659,Existing Customer
M,2,Single,Blue,6,2,4,0.874,64,0.73,Existing Customer
F,1,Married,Blue,4,2,3,1.044,92,0.643,Existing Customer
F,1,Unknown,Blue,6,2,1,0.727,63,0.703,Existing Customer
M,2,Married,Blue,5,3,2,0.869,40,0.429,Attrited Customer
F,1,Married,Blue,3,1,0,0.639,81,0.688,Existing Customer
F,0,Single,Blue,4,3,3,0.646,42,0.615,Attrited Customer
F,2,Married,Blue,4,3,1,0.762,72,0.846,Existing Customer
F,2,Married,Blue,3,3,3,0.573,49,0.581,Attrited Customer
M,2,Single,Blue,6,2,3,0.311,60,0.429,Existing Customer
M,2,Single,Blue,6,3,2,0.576,34,0.214,Attrited Customer
M,3,Single,Blue,6,2,4,0.93,81,0.8,Existing Customer
M,3,Unknown,Blue,4,3,2,0.812,66,1.357,Existing Customer
M,0,Single,Blue,3,2,4,0.825,67,0.763,Existing Customer
F,3,Unknown,Blue,6,2,4,0.678,66,1.062,Existing Customer
M,2,Single,Blue,3,1,4,0.51,74,0.423,Existing Customer
M,4,Single,Blue,4,1,1,0.667,79,0.927,Existing Customer
F,2,Married,Blue,6,1,0,0.581,71,0.651,Existing Customer
M,3,Unknown,Blue,4,1,3,0.732,69,0.725,Existing Customer
M,3,Married,Blue,5,2,3,0.488,40,0.333,Attrited Customer
F,3,Single,Blue,3,3,1,0.4,43,0.303,Attrited Customer
M,4,Married,Gold,6,2,4,0.848,75,0.923,Existing Customer
M,4,Married,Blue,3,2,3,0.543,77,0.638,Existing Customer
F,1,Single,Blue,3,3,1,0.712,47,0.469,Attrited Customer
M,5,Married,Blue,2,3,2,0.637,40,0.429,Attrited Customer
M,1,Single,Blue,3,1,4,0.497,69,0.568,Existing Customer
F,0,Single,Blue,3,6,2,0.568,70,0.591,Existing Customer
M,3,Single,Silver,3,3,1,0.51,73,0.622,Existing Customer
M,2,Married,Blue,4,1,2,0.957,55,0.618,Existing Customer
M,3,Unknown,Blue,4,3,4,0.482,71,0.821,Existing Customer
F,3,Single,Blue,3,2,3,0.788,71,1.152,Existing Customer
M,2,Divorced,Blue,6,2,3,0.726,78,0.733,Existing Customer
F,2,Divorced,Blue,5,3,4,0.671,69,0.605,Existing Customer
F,2,Single,Blue,3,1,4,0.58,66,0.833,Existing Customer
M,3,Single,Blue,4,1,2,0.796,70,0.75,Existing Customer
F,2,Married,Blue,5,3,4,0.907,79,0.756,Existing Customer
F,2,Married,Blue,3,3,4,1.103,64,0.829,Existing Customer
F,3,Married,Blue,5,1,3,0.802,78,0.733,Existing Customer
M,4,Married,Blue,3,1,3,0.605,82,0.783,Existing Customer
F,5,Married,Blue,5,2,4,0.493,79,0.58,Existing Customer
M,3,Unknown,Blue,5,3,1,0.665,73,0.622,Existing Customer
F,4,Unknown,Blue,6,3,4,0.785,69,1.3,Existing Customer
F,3,Single,Blue,3,2,2,0.91,82,0.745,Existing Customer
F,3,Single,Blue,6,2,3,0.669,80,0.86,Existing Customer
F,1,Married,Blue,2,3,3,0.5,37,0.762,Attrited Customer
F,3,Divorced,Blue,3,3,3,0.409,43,0.536,Attrited Customer
F,5,Married,Blue,5,1,2,0.656,68,0.511,Existing Customer
F,1,Married,Blue,4,1,3,0.583,83,0.537,Existing Customer
F,3,Married,Blue,5,3,0,0.871,81,0.723,Existing Customer
M,3,Married,Blue,4,3,1,1.065,54,1,Existing Customer
F,3,Married,Blue,1,4,3,0.711,44,0.571,Attrited Customer
M,2,Unknown,Blue,4,2,0,0.799,80,0.633,Existing Customer
M,2,Single,Blue,1,2,2,0.65,37,0.542,Attrited Customer
F,3,Single,Blue,4,3,1,0.554,64,0.73,Existing Customer
M,2,Single,Blue,6,1,1,0.756,68,0.478,Existing Customer
F,1,Single,Blue,3,2,2,0.787,78,0.773,Existing Customer
F,3,Married,Blue,3,3,2,0.748,66,0.65,Existing Customer
F,1,Single,Blue,5,3,0,0.631,63,0.75,Existing Customer
F,1,Married,Blue,5,2,2,0.66,81,0.884,Existing Customer
M,2,Single,Blue,3,2,1,0.721,63,0.8,Existing Customer
M,3,Unknown,Blue,1,3,2,0.504,34,0.478,Attrited Customer
M,5,Married,Blue,6,3,2,0.644,71,0.449,Existing Customer
M,3,Single,Blue,6,1,0,0.952,74,0.644,Existing Customer
F,2,Single,Blue,4,2,1,0.975,88,0.833,Existing Customer
F,2,Unknown,Blue,5,2,2,0.658,43,0.593,Attrited Customer
F,3,Married,Blue,3,3,0,0.819,87,0.891,Existing Customer
F,4,Married,Blue,6,6,4,0.7,83,0.804,Existing Customer
F,3,Single,Blue,2,3,2,0.87,43,0.593,Attrited Customer
M,2,Married,Blue,6,2,4,0.324,40,0.212,Attrited Customer
F,1,Single,Blue,6,3,4,0.836,88,0.692,Existing Customer
M,4,Single,Blue,3,2,3,0.632,86,0.792,Existing Customer
F,2,Single,Blue,5,3,4,0.666,56,0.6,Existing Customer
F,2,Unknown,Blue,4,3,2,0.735,69,0.725,Existing Customer
F,1,Single,Blue,6,2,4,0.657,89,0.745,Existing Customer
M,2,Single,Blue,3,1,3,0.983,77,0.925,Existing Customer
M,0,Single,Blue,3,2,4,0.644,84,0.787,Existing Customer
M,4,Married,Blue,6,2,6,0.831,40,0.6,Attrited Customer
M,2,Married,Blue,5,6,1,0.57,89,0.679,Existing Customer
M,1,Single,Blue,3,3,4,1.144,59,0.735,Attrited Customer
F,3,Married,Silver,4,3,2,0.648,64,0.684,Existing Customer
M,2,Married,Blue,5,2,1,0.69,53,1.65,Existing Customer
F,4,Married,Blue,4,1,4,0.783,65,0.711,Existing Customer
M,2,Married,Blue,3,1,2,0.865,69,0.725,Existing Customer
F,1,Single,Blue,3,5,4,0.683,86,0.911,Existing Customer
F,1,Single,Blue,6,3,3,0.893,74,0.682,Existing Customer
M,3,Married,Blue,6,3,3,0.708,83,0.66,Existing Customer
F,3,Married,Blue,3,3,2,0.677,41,0.414,Attrited Customer
F,2,Divorced,Blue,6,2,1,0.775,77,0.54,Existing Customer
F,1,Single,Blue,4,3,2,1.156,43,0.87,Existing Customer
F,4,Married,Blue,6,2,3,0.706,43,0.593,Attrited Customer
F,3,Single,Blue,4,1,1,0.63,63,0.615,Existing Customer
F,3,Married,Blue,6,5,1,0.879,75,0.744,Existing Customer
M,3,Single,Blue,5,3,3,0.925,84,0.909,Existing Customer
F,0,Divorced,Blue,5,1,3,1.038,64,0.778,Existing Customer
F,1,Single,Blue,6,3,3,1.001,68,0.581,Existing Customer
F,0,Single,Blue,4,2,3,0.775,79,0.881,Existing Customer
M,3,Married,Blue,5,3,2,0.778,82,0.864,Existing Customer
F,3,Single,Blue,4,3,4,0.618,61,0.848,Existing Customer
F,4,Married,Blue,3,2,3,0.863,35,0.346,Attrited Customer
F,4,Married,Blue,5,3,4,0.675,77,0.925,Existing Customer
F,2,Single,Blue,5,3,2,0.527,60,0.935,Existing Customer
F,3,Single,Blue,5,2,2,0.721,63,0.8,Existing Customer
F,3,Married,Blue,6,2,3,1.019,77,0.791,Existing Customer
M,4,Divorced,Blue,3,3,2,0.864,73,0.738,Existing Customer
M,2,Married,Silver,6,6,1,0.642,73,0.587,Existing Customer
F,3,Single,Blue,3,1,4,0.657,87,0.74,Existing Customer
F,0,Married,Blue,4,3,2,0.854,98,0.719,Existing Customer
M,4,Single,Blue,5,2,3,0.509,39,0.5,Attrited Customer
M,1,Single,Blue,6,2,1,0.964,57,0.9,Existing Customer
F,2,Single,Blue,4,1,3,1.196,77,0.833,Existing Customer
F,2,Single,Blue,3,2,1,0.582,79,0.756,Existing Customer
M,4,Divorced,Blue,5,1,1,0.75,52,0.926,Existing Customer
M,0,Unknown,Blue,6,3,3,0.795,75,0.471,Existing Customer
M,4,Single,Blue,3,3,2,1.043,68,1.194,Existing Customer
F,4,Married,Blue,3,3,1,0.547,41,0.464,Attrited Customer
M,3,Single,Silver,3,2,2,0.726,68,0.659,Existing Customer
M,3,Single,Blue,5,2,2,0.807,49,1.042,Existing Customer
F,2,Unknown,Silver,6,1,2,0.813,65,0.711,Existing Customer
M,5,Married,Blue,6,2,4,0.967,85,0.771,Existing Customer
M,1,Married,Blue,3,2,2,0.454,69,0.816,Existing Customer
M,1,Single,Blue,3,1,2,0.603,76,0.617,Existing Customer
M,2,Single,Blue,4,3,3,0.772,74,0.682,Existing Customer
F,3,Unknown,Blue,5,3,2,0.673,70,0.628,Existing Customer
M,2,Single,Blue,2,3,2,0.598,53,0.606,Attrited Customer
F,1,Married,Blue,3,2,2,0.757,86,0.593,Existing Customer
F,3,Single,Blue,1,3,5,0.811,46,0.769,Attrited Customer
M,3,Single,Blue,5,2,3,0.903,67,1.03,Existing Customer
F,1,Married,Blue,5,3,3,0.883,73,1.028,Existing Customer
F,1,Married,Blue,5,2,2,0.88,83,0.844,Existing Customer
M,2,Married,Blue,5,1,2,0.542,72,0.714,Existing Customer
M,5,Single,Blue,5,1,2,0.709,60,0.579,Existing Customer
M,4,Married,Blue,3,2,2,0.598,30,0.579,Attrited Customer
M,4,Single,Blue,3,3,3,0.995,42,0.4,Attrited Customer
F,3,Single,Blue,2,3,3,0.373,37,0.423,Attrited Customer
M,4,Married,Blue,5,1,2,0.728,63,0.853,Existing Customer
F,3,Unknown,Blue,6,2,1,0.699,87,0.776,Existing Customer
F,1,Married,Blue,4,2,3,0.873,76,0.9,Existing Customer
M,2,Married,Blue,2,3,1,0.403,43,0.303,Attrited Customer
M,3,Unknown,Blue,3,2,3,0.648,42,0.5,Attrited Customer
M,2,Single,Blue,6,3,1,0.681,67,0.718,Existing Customer
F,1,Divorced,Blue,3,3,1,0.827,64,0.6,Existing Customer
F,4,Single,Blue,3,2,3,0.846,72,0.565,Existing Customer
M,5,Single,Blue,3,1,1,0.684,62,0.55,Existing Customer
M,3,Single,Blue,4,2,3,0.584,71,0.821,Existing Customer
F,0,Married,Blue,4,2,3,0.879,47,0.516,Attrited Customer
M,5,Married,Blue,5,3,4,0.635,75,0.531,Existing Customer
F,2,Single,Blue,5,3,2,0.567,68,0.511,Existing Customer
M,1,Married,Blue,4,1,2,0.671,82,0.907,Existing Customer
